#,ADR_USD,hotel_id,city_id,star_rating,accommadation_type_name,chain_hotel,booking_date,checkin_date,checkout_date
"7,522",  182.40 ,"257,678","9,395",4,Hotel,non-chain,20/10/2016,23/10/2016,25/10/2016
"7,523",  96.05 ,"525,010","9,395",3,Hotel,non-chain,20/10/2016,28/10/2016,31/10/2016
"7,524",  48.72 ,"475,438","9,395",3,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,525",  80.02 ,"782,884","9,395",3,Hotel,chain,20/10/2016,24/11/2016,25/11/2016
"7,526",  47.48 ,"21,378","9,395",4,Hotel,non-chain,20/10/2016,20/10/2016,23/10/2016
"7,527",  94.64 ,"218,518","9,395",3.5,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,528",  57.36 ,"581,660","9,395",3,Hotel,non-chain,20/10/2016,22/10/2016,23/10/2016
"7,529",  78.98 ,"216,386","9,395",3,Hotel,chain,20/10/2016,30/10/2016,31/10/2016
"7,530",  50.30 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,12/11/2016,13/11/2016
"7,531",  156.44 ,"510,678","9,395",5,Hotel,non-chain,20/10/2016,27/10/2016,30/10/2016
"7,532",  142.25 ,"257,678","9,395",4,Hotel,non-chain,20/10/2016,22/10/2016,24/10/2016
"7,533",  91.76 ,"21,418","9,395",4,Hotel,chain,20/10/2016,25/10/2016,26/10/2016
"7,534",  173.42 ,"21,418","9,395",4,Hotel,chain,20/10/2016,25/10/2016,26/10/2016
"7,535",  121.52 ,"21,360","9,395",4.5,Hotel,chain,20/10/2016,22/10/2016,23/10/2016
"7,536",  81.31 ,"782,884","9,395",3,Hotel,chain,20/10/2016,21/10/2016,23/10/2016
"7,537",  56.00 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,30/10/2016,31/10/2016
"7,538",  114.72 ,"2,240,838","9,395",3.5,Hotel,non-chain,20/10/2016,8/12/2016,10/12/2016
"7,539",  50.00 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,30/10/2016,31/10/2016
"7,540",  81.76 ,"331,350","9,395",3,Hotel,non-chain,20/10/2016,2/11/2016,4/11/2016
"7,541",  124.90 ,"21,294","9,395",4,Hotel,chain,20/10/2016,21/10/2016,23/10/2016
"7,542",  123.68 ,"1,861,318","9,395",5,Hotel,non-chain,20/10/2016,22/10/2016,23/10/2016
"7,543",  275.45 ,"180,052","9,395",5,Hotel,chain,20/10/2016,24/10/2016,26/10/2016
"7,544",  284.04 ,"180,052","9,395",5,Hotel,chain,20/10/2016,20/10/2016,21/10/2016
"7,545",  77.44 ,"782,884","9,395",3,Hotel,chain,20/10/2016,20/10/2016,21/10/2016
"7,546",  118.38 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,26/10/2016,29/10/2016
"7,547",  117.62 ,"461,164","9,395",4,Hotel,chain,20/10/2016,23/10/2016,24/10/2016
"7,548",  114.72 ,"298,446","9,395",4,Hotel,non-chain,20/10/2016,22/10/2016,24/10/2016
"7,549",  119.18 ,"1,249,476","9,395",3.5,Hotel,non-chain,20/10/2016,21/10/2016,22/10/2016
"7,550",  86.70 ,"152,820","9,395",4,Hotel,non-chain,20/10/2016,21/10/2016,23/10/2016
"7,551",  118.68 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,30/10/2016,31/10/2016
"7,552",  39.48 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,15/12/2016,16/12/2016
"7,553",  158.79 ,"96,982","9,395",4,Hotel,chain,20/10/2016,30/10/2016,2/11/2016
"7,554",  90.80 ,"577,502","9,395",3.5,Hotel,non-chain,20/10/2016,12/11/2016,14/11/2016
"7,555",  158.79 ,"96,982","9,395",4,Hotel,chain,20/10/2016,30/10/2016,2/11/2016
"7,556",  174.96 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,10/11/2016,12/11/2016
"7,557",  41.56 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,29/10/2016,30/10/2016
"7,558",  134.20 ,"257,678","9,395",4,Hotel,non-chain,20/10/2016,21/10/2016,23/10/2016
"7,559",  114.72 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,23/10/2016,24/10/2016
"7,560",  78.22 ,"12,470","9,395",4,Hotel,non-chain,20/10/2016,25/10/2016,28/10/2016
"7,561",  119.18 ,"1,249,476","9,395",3.5,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,562",  111.26 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,23/10/2016,25/10/2016
"7,563",  69.12 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,11/11/2016,13/11/2016
"7,564",  103.19 ,"309,680","9,395",3,Hotel,chain,20/10/2016,21/10/2016,23/10/2016
"7,565",  95.32 ,"1,246,920","9,395",4,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,566",  81.76 ,"331,350","9,395",3,Hotel,non-chain,20/10/2016,30/11/2016,3/12/2016
"7,567",  113.44 ,"2,278,874","9,395",4,Hotel,chain,20/10/2016,21/10/2016,22/10/2016
"7,568",  56.22 ,"152,820","9,395",4,Hotel,non-chain,20/10/2016,28/10/2016,29/10/2016
"7,569",  170.24 ,"577,502","9,395",3.5,Hotel,non-chain,20/10/2016,28/10/2016,29/10/2016
"7,570",  80.50 ,"216,386","9,395",3,Hotel,chain,20/10/2016,25/10/2016,27/10/2016
"7,571",  48.64 ,"216,914","9,395",3,Hotel,non-chain,20/10/2016,23/10/2016,25/10/2016
"7,572",  62.46 ,"572,404","9,395",3,Hotel,non-chain,20/10/2016,3/12/2016,5/12/2016
"7,573",  69.12 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,4/11/2016,6/11/2016
"7,574",  85.06 ,"216,386","9,395",3,Hotel,chain,20/10/2016,27/10/2016,28/10/2016
"7,575",  69.12 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,15/11/2016,16/11/2016
"7,576",  44.00 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,577",  129.86 ,"373,272","9,395",4.5,Hotel,chain,20/10/2016,31/10/2016,3/11/2016
"7,578",  126.86 ,"373,272","9,395",4.5,Hotel,chain,20/10/2016,31/10/2016,1/11/2016
"7,579",  50.06 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,20/10/2016,17/12/2016,19/12/2016
"7,580",  130.64 ,"475,584","9,395",5,Hotel,chain,20/10/2016,21/10/2016,22/10/2016
"7,581",  110.16 ,"298,446","9,395",4,Hotel,non-chain,20/10/2016,23/10/2016,25/10/2016
"7,582",  162.80 ,"180,880","9,395",4,Hotel,non-chain,20/10/2016,21/10/2016,23/10/2016
"7,583",  174.86 ,"475,584","9,395",5,Hotel,chain,20/10/2016,21/10/2016,24/10/2016
"7,584",  114.72 ,"2,240,838","9,395",3.5,Hotel,non-chain,20/10/2016,10/12/2016,12/12/2016
"7,585",  61.94 ,"1,913,862","9,395",3,Guest House / Bed & Breakfast,non-chain,20/10/2016,4/11/2016,6/11/2016
"7,586",  49.24 ,"1,930,960","9,395",3,Hotel,non-chain,20/10/2016,21/10/2016,22/10/2016
"7,587",  29.38 ,"1,130,156","9,395",2.5,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,588",  131.93 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,17/11/2016,19/11/2016
"7,589",  66.08 ,"798,144","9,395",2.5,Serviced Apartment,non-chain,20/10/2016,24/10/2016,25/10/2016
"7,590",  57.86 ,"475,894","9,395",3,Serviced Apartment,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,591",  145.31 ,"180,880","9,395",4,Hotel,non-chain,20/10/2016,25/10/2016,26/10/2016
"7,592",  48.76 ,"526,414","9,395",2.5,Hotel,non-chain,20/10/2016,22/10/2016,23/10/2016
"7,593",  137.06 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,23/10/2016,26/10/2016
"7,594",  19.36 ,"2,386,814","9,395",2,Hostel,non-chain,20/10/2016,28/10/2016,29/10/2016
"7,595",  61.44 ,"824,942","9,395",3.5,Serviced Apartment,non-chain,20/10/2016,26/10/2016,27/10/2016
"7,596",  102.08 ,"21,360","9,395",4.5,Hotel,chain,20/10/2016,27/10/2016,30/10/2016
"7,597",  88.57 ,"782,884","9,395",3,Hotel,chain,20/10/2016,19/11/2016,22/11/2016
"7,598",  57.22 ,"297,388","9,395",2.5,Hotel,non-chain,20/10/2016,22/10/2016,23/10/2016
"7,599",  90.84 ,"577,502","9,395",3.5,Hotel,non-chain,20/10/2016,13/11/2016,15/11/2016
"7,600",  116.68 ,"2,278,874","9,395",4,Hotel,chain,20/10/2016,23/10/2016,24/10/2016
"7,601",  71.06 ,"21,378","9,395",4,Hotel,non-chain,20/10/2016,7/12/2016,10/12/2016
"7,602",  56.22 ,"152,820","9,395",4,Hotel,non-chain,20/10/2016,31/10/2016,1/11/2016
"7,603",  69.70 ,"782,884","9,395",3,Hotel,chain,20/10/2016,20/10/2016,21/10/2016
"7,604",  127.81 ,"21,294","9,395",4,Hotel,chain,20/10/2016,31/10/2016,2/11/2016
"7,605",  87.76 ,"216,914","9,395",3,Hotel,non-chain,20/10/2016,25/10/2016,26/10/2016
"7,606",  80.06 ,"782,884","9,395",3,Hotel,chain,20/10/2016,21/10/2016,24/10/2016
"7,607",  68.98 ,"782,884","9,395",3,Hotel,chain,20/10/2016,24/10/2016,25/10/2016
"7,608",  62.24 ,"152,820","9,395",4,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,609",  21.29 ,"2,386,814","9,395",2,Hostel,non-chain,20/10/2016,22/10/2016,25/10/2016
"7,610",  141.10 ,"475,584","9,395",5,Hotel,chain,20/10/2016,21/10/2016,22/10/2016
"7,611",  108.98 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,23/10/2016,24/10/2016
"7,612",  106.13 ,"179,404","9,395",3.5,Hotel,chain,20/10/2016,21/10/2016,23/10/2016
"7,613",  235.56 ,"510,678","9,395",5,Hotel,non-chain,20/10/2016,28/10/2016,31/10/2016
"7,614",  90.00 ,"577,502","9,395",3.5,Hotel,non-chain,20/10/2016,8/11/2016,10/11/2016
"7,615",  123.00 ,"1,861,318","9,395",5,Hotel,non-chain,20/10/2016,21/10/2016,23/10/2016
"7,616",  86.88 ,"577,502","9,395",3.5,Hotel,non-chain,20/10/2016,2/12/2016,4/12/2016
"7,617",  69.50 ,"216,386","9,395",3,Hotel,chain,20/10/2016,15/11/2016,17/11/2016
"7,618",  52.66 ,"526,414","9,395",2.5,Hotel,non-chain,20/10/2016,24/11/2016,27/11/2016
"7,619",  18.26 ,"586,884","9,395",2.5,Hostel,non-chain,20/10/2016,21/10/2016,22/10/2016
"7,620",  98.43 ,"21,360","9,395",4.5,Hotel,chain,20/10/2016,21/10/2016,23/10/2016
"7,621",  100.90 ,"21,418","9,395",4,Hotel,chain,20/10/2016,26/10/2016,27/10/2016
"7,622",  53.53 ,"508,000","9,395",3.5,Hotel,non-chain,20/10/2016,6/11/2016,9/11/2016
"7,623",  107.88 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,624",  107.88 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,22/10/2016,24/10/2016
"7,625",  114.72 ,"2,240,838","9,395",3.5,Hotel,non-chain,20/10/2016,25/10/2016,27/10/2016
"7,626",  81.76 ,"577,502","9,395",3.5,Hotel,non-chain,20/10/2016,25/10/2016,27/10/2016
"7,627",  147.32 ,"1,861,318","9,395",5,Hotel,non-chain,20/10/2016,14/12/2016,16/12/2016
"7,628",  155.17 ,"96,982","9,395",4,Hotel,chain,20/10/2016,30/10/2016,2/11/2016
"7,629",  173.20 ,"148,724","9,395",4,Hotel,chain,20/10/2016,21/10/2016,24/10/2016
"7,630",  123.16 ,"475,584","9,395",5,Hotel,chain,20/10/2016,28/10/2016,30/10/2016
"7,631",  85.18 ,"348,814","9,395",3.5,Hotel,non-chain,20/10/2016,22/10/2016,23/10/2016
"7,632",  51.72 ,"216,914","9,395",3,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,633",  61.44 ,"824,942","9,395",3.5,Serviced Apartment,non-chain,20/10/2016,21/10/2016,22/10/2016
"7,634",  86.04 ,"534,374","9,395",2,Guest House / Bed & Breakfast,non-chain,20/10/2016,5/11/2016,6/11/2016
"7,635",  65.80 ,"588,768","9,395",3,Hotel,non-chain,20/10/2016,9/11/2016,10/11/2016
"7,636",  160.40 ,"141,282","9,395",5,Hotel,chain,20/10/2016,8/11/2016,9/11/2016
"7,637",  57.30 ,"21,378","9,395",4,Hotel,non-chain,20/10/2016,21/10/2016,22/10/2016
"7,638",  78.76 ,"782,884","9,395",3,Hotel,chain,20/10/2016,5/11/2016,7/11/2016
"7,639",  74.52 ,"119,996","9,395",3,Hotel,non-chain,20/10/2016,27/10/2016,28/10/2016
"7,640",  41.56 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,30/10/2016,31/10/2016
"7,641",  74.86 ,"782,884","9,395",3,Hotel,chain,20/10/2016,21/10/2016,22/10/2016
"7,642",  282.52 ,"2,313,076","9,395",5,Hotel,chain,20/10/2016,21/10/2016,23/10/2016
"7,643",  68.26 ,"824,942","9,395",3.5,Serviced Apartment,non-chain,20/10/2016,21/10/2016,22/10/2016
"7,644",  96.20 ,"323,576","9,395",4,Hotel,chain,20/10/2016,27/10/2016,28/10/2016
"7,645",  55.06 ,"822,006","9,395",3,Serviced Apartment,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,646",  41.52 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,22/10/2016,23/10/2016
"7,647",  60.22 ,"297,388","9,395",2.5,Hotel,non-chain,20/10/2016,22/10/2016,23/10/2016
"7,648",  126.20 ,"1,861,318","9,395",5,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,649",  76.67 ,"331,350","9,395",3,Hotel,non-chain,20/10/2016,15/11/2016,17/11/2016
"7,650",  78.98 ,"216,386","9,395",3,Hotel,chain,20/10/2016,28/10/2016,29/10/2016
"7,651",  41.56 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,652",  108.26 ,"21,360","9,395",4.5,Hotel,chain,20/10/2016,28/10/2016,30/10/2016
"7,653",  192.44 ,"1,861,318","9,395",5,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,654",  111.86 ,"21,310","9,395",4,Hotel,chain,20/10/2016,26/10/2016,28/10/2016
"7,655",  105.18 ,"581,660","9,395",3,Hotel,non-chain,20/10/2016,18/12/2016,19/12/2016
"7,656",  112.14 ,"587,866","9,395",4,Serviced Apartment,non-chain,20/10/2016,4/11/2016,5/11/2016
"7,657",  46.40 ,"475,894","9,395",3,Serviced Apartment,non-chain,20/10/2016,11/11/2016,12/11/2016
"7,658",  54.00 ,"297,388","9,395",2.5,Hotel,non-chain,20/10/2016,21/10/2016,23/10/2016
"7,659",  155.64 ,"96,982","9,395",4,Hotel,chain,20/10/2016,9/11/2016,12/11/2016
"7,660",  44.52 ,"1,576,964","9,395",2,Apartment,non-chain,20/10/2016,6/11/2016,8/11/2016
"7,661",  46.74 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,21/10/2016,22/10/2016
"7,662",  86.04 ,"348,814","9,395",3.5,Hotel,non-chain,20/10/2016,23/10/2016,26/10/2016
"7,663",  38.00 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,20/10/2016,21/10/2016
"7,664",  102.80 ,"21,418","9,395",4,Hotel,chain,20/10/2016,7/12/2016,9/12/2016
"7,665",  113.44 ,"2,278,874","9,395",4,Hotel,chain,20/10/2016,21/10/2016,22/10/2016
"7,666",  145.12 ,"1,861,318","9,395",5,Hotel,non-chain,20/10/2016,24/10/2016,27/10/2016
"7,667",  68.00 ,"461,084","9,395",3,Hotel,non-chain,20/10/2016,15/12/2016,17/12/2016
"7,668",  51.68 ,"216,914","9,395",3,Hotel,non-chain,20/10/2016,21/10/2016,22/10/2016
"7,669",  60.42 ,"474,060","9,395",3,Hotel,chain,20/10/2016,21/10/2016,22/10/2016
"7,670",  73.56 ,"461,084","9,395",3,Hotel,non-chain,20/10/2016,5/11/2016,8/11/2016
"7,671",  114.72 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,28/10/2016,30/10/2016
"7,672",  46.08 ,"2,325,228","9,395",2,Serviced Apartment,non-chain,20/10/2016,25/10/2016,26/10/2016
"7,673",  186.89 ,"217,846","9,395",4.5,Serviced Apartment,non-chain,20/10/2016,22/10/2016,24/10/2016
"7,674",  140.06 ,"1,861,318","9,395",5,Hotel,non-chain,20/10/2016,29/10/2016,30/10/2016
"7,675",  45.31 ,"596,878","9,395",3.5,Hotel,chain,20/10/2016,22/10/2016,25/10/2016
"7,676",  41.56 ,"197,996","9,395",3.5,Hotel,non-chain,20/10/2016,26/11/2016,27/11/2016
"7,677",  45.88 ,"373,588","9,395",3,Hotel,non-chain,20/10/2016,21/10/2016,23/10/2016
"7,678",  169.02 ,"180,880","9,395",4,Hotel,non-chain,20/10/2016,21/10/2016,23/10/2016
"7,679",  106.95 ,"2,278,874","9,395",4,Hotel,chain,20/10/2016,24/10/2016,26/10/2016
"7,680",  78.98 ,"216,386","9,395",3,Hotel,chain,20/10/2016,24/10/2016,26/10/2016
"7,681",  51.28 ,"1,930,960","9,395",3,Hotel,non-chain,20/10/2016,19/11/2016,22/11/2016
"7,682",  84.58 ,"1,246,920","9,395",4,Hotel,non-chain,20/10/2016,21/10/2016,22/10/2016
"7,683",  275.32 ,"608,654","9,395",4.5,Hotel,non-chain,20/10/2016,22/10/2016,23/10/2016
"7,684",  119.88 ,"21,272","9,395",4,Hotel,non-chain,20/10/2016,25/10/2016,27/10/2016
"7,685",  247.74 ,"1,565,356","9,395",2.5,Hotel,non-chain,20/10/2016,5/11/2016,6/11/2016
"7,686",  85.88 ,"581,660","9,395",3,Hotel,non-chain,20/10/2016,21/10/2016,24/10/2016
"7,687",  49.90 ,"1,930,960","9,395",3,Hotel,non-chain,21/10/2016,19/11/2016,20/11/2016
"7,688",  39.48 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,11/11/2016,12/11/2016
"7,689",  103.54 ,"297,388","9,395",2.5,Hotel,non-chain,21/10/2016,6/11/2016,7/11/2016
"7,690",  48.05 ,"2,325,228","9,395",2,Serviced Apartment,non-chain,21/10/2016,24/11/2016,27/11/2016
"7,691",  41.14 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,22/11/2016,23/11/2016
"7,692",  36.00 ,"1,864,146","9,395",3,Hotel,non-chain,21/10/2016,21/10/2016,22/10/2016
"7,693",  117.58 ,"475,584","9,395",5,Hotel,chain,21/10/2016,25/10/2016,27/10/2016
"7,694",  43.96 ,"2,591,588","9,395",2,Guest House / Bed & Breakfast,non-chain,21/10/2016,4/11/2016,6/11/2016
"7,695",  39.72 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,15/11/2016,16/11/2016
"7,696",  67.38 ,"782,884","9,395",3,Hotel,chain,21/10/2016,26/10/2016,27/10/2016
"7,697",  130.00 ,"298,322","9,395",3,Hotel,non-chain,21/10/2016,9/11/2016,11/11/2016
"7,698",  114.72 ,"21,272","9,395",4,Hotel,non-chain,21/10/2016,21/10/2016,22/10/2016
"7,699",  118.78 ,"475,584","9,395",5,Hotel,chain,21/10/2016,21/10/2016,23/10/2016
"7,700",  125.70 ,"475,584","9,395",5,Hotel,chain,21/10/2016,21/10/2016,23/10/2016
"7,701",  44.92 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,18/12/2016,19/12/2016
"7,702",  156.87 ,"475,584","9,395",5,Hotel,chain,21/10/2016,21/10/2016,23/10/2016
"7,703",  86.76 ,"297,388","9,395",2.5,Hotel,non-chain,21/10/2016,12/11/2016,15/11/2016
"7,704",  37.22 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,23/11/2016,24/11/2016
"7,705",  164.67 ,"257,678","9,395",4,Hotel,non-chain,21/10/2016,21/10/2016,23/10/2016
"7,706",  65.08 ,"297,388","9,395",2.5,Hotel,non-chain,21/10/2016,30/10/2016,1/11/2016
"7,707",  215.66 ,"475,584","9,395",5,Hotel,chain,21/10/2016,6/11/2016,9/11/2016
"7,708",  135.80 ,"21,272","9,395",4,Hotel,non-chain,21/10/2016,3/11/2016,5/11/2016
"7,709",  61.28 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,17/12/2016,18/12/2016
"7,710",  58.00 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,5/11/2016,6/11/2016
"7,711",  55.70 ,"198,004","9,395",3,Hotel,non-chain,21/10/2016,21/10/2016,24/10/2016
"7,712",  110.64 ,"21,272","9,395",4,Hotel,non-chain,21/10/2016,19/11/2016,21/11/2016
"7,713",  147.17 ,"180,880","9,395",4,Hotel,non-chain,21/10/2016,27/10/2016,29/10/2016
"7,714",  119.92 ,"21,360","9,395",4.5,Hotel,chain,21/10/2016,22/10/2016,23/10/2016
"7,715",  106.88 ,"21,272","9,395",4,Hotel,non-chain,21/10/2016,24/10/2016,26/10/2016
"7,716",  41.40 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,4/11/2016,5/11/2016
"7,717",  173.08 ,"180,880","9,395",4,Hotel,non-chain,21/10/2016,12/12/2016,15/12/2016
"7,718",  155.18 ,"373,272","9,395",4.5,Hotel,chain,21/10/2016,21/10/2016,22/10/2016
"7,719",  638.14 ,"509,832","9,395",5,Hotel,non-chain,21/10/2016,21/10/2016,23/10/2016
"7,720",  40.66 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,24/11/2016,25/11/2016
"7,721",  45.54 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,21/10/2016,22/10/2016
"7,722",  112.01 ,"1,249,476","9,395",3.5,Hotel,non-chain,21/10/2016,21/10/2016,23/10/2016
"7,723",  61.98 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,22/10/2016,23/10/2016
"7,724",  89.20 ,"1,130,156","9,395",2.5,Hotel,non-chain,21/10/2016,10/11/2016,12/11/2016
"7,725",  65.86 ,"297,388","9,395",2.5,Hotel,non-chain,21/10/2016,22/10/2016,23/10/2016
"7,726",  108.64 ,"21,272","9,395",4,Hotel,non-chain,21/10/2016,29/10/2016,31/10/2016
"7,727",  56.04 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,21/10/2016,30/10/2016,31/10/2016
"7,728",  142.88 ,"298,446","9,395",4,Hotel,non-chain,21/10/2016,21/10/2016,22/10/2016
"7,729",  308.64 ,"1,861,318","9,395",5,Hotel,non-chain,21/10/2016,22/10/2016,25/10/2016
"7,730",  124.42 ,"21,418","9,395",4,Hotel,chain,21/10/2016,21/10/2016,24/10/2016
"7,731",  71.40 ,"577,502","9,395",3.5,Hotel,non-chain,21/10/2016,24/10/2016,25/10/2016
"7,732",  114.36 ,"21,272","9,395",4,Hotel,non-chain,21/10/2016,21/10/2016,22/10/2016
"7,733",  89.62 ,"297,388","9,395",2.5,Hotel,non-chain,21/10/2016,27/10/2016,28/10/2016
"7,734",  43.72 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,4/11/2016,6/11/2016
"7,735",  79.20 ,"12,470","9,395",4,Hotel,non-chain,21/10/2016,21/11/2016,24/11/2016
"7,736",  39.34 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,19/11/2016,20/11/2016
"7,737",  332.27 ,"608,654","9,395",4.5,Hotel,non-chain,21/10/2016,1/11/2016,3/11/2016
"7,738",  70.33 ,"198,004","9,395",3,Hotel,non-chain,21/10/2016,14/11/2016,16/11/2016
"7,739",  37.40 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,6/11/2016,7/11/2016
"7,740",  113.08 ,"2,278,874","9,395",4,Hotel,chain,21/10/2016,27/10/2016,28/10/2016
"7,741",  46.62 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,3/12/2016,4/12/2016
"7,742",  108.64 ,"21,272","9,395",4,Hotel,non-chain,21/10/2016,21/10/2016,23/10/2016
"7,743",  96.06 ,"152,820","9,395",4,Hotel,non-chain,21/10/2016,29/10/2016,1/11/2016
"7,744",  381.40 ,"525,626","9,395",5,Hotel,chain,21/10/2016,6/11/2016,9/11/2016
"7,745",  71.06 ,"495,204","9,395",3,Hotel,non-chain,21/10/2016,30/10/2016,31/10/2016
"7,746",  117.20 ,"21,360","9,395",4.5,Hotel,chain,21/10/2016,29/11/2016,1/12/2016
"7,747",  185.07 ,"475,584","9,395",5,Hotel,chain,21/10/2016,17/11/2016,20/11/2016
"7,748",  50.38 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,21/10/2016,23/10/2016,24/10/2016
"7,749",  159.88 ,"21,360","9,395",4.5,Hotel,chain,21/10/2016,26/10/2016,28/10/2016
"7,750",  146.56 ,"21,360","9,395",4.5,Hotel,chain,21/10/2016,26/10/2016,28/10/2016
"7,751",  37.00 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,28/10/2016,29/10/2016
"7,752",  118.86 ,"587,866","9,395",4,Serviced Apartment,non-chain,21/10/2016,6/11/2016,8/11/2016
"7,753",  84.66 ,"475,438","9,395",3,Hotel,non-chain,21/10/2016,7/12/2016,10/12/2016
"7,754",  134.46 ,"475,584","9,395",5,Hotel,chain,21/10/2016,22/10/2016,23/10/2016
"7,755",  86.60 ,"782,884","9,395",3,Hotel,chain,21/10/2016,21/10/2016,22/10/2016
"7,756",  160.51 ,"475,584","9,395",5,Hotel,chain,21/10/2016,22/10/2016,24/10/2016
"7,757",  158.18 ,"141,282","9,395",5,Hotel,chain,21/10/2016,22/10/2016,23/10/2016
"7,758",  40.00 ,"782,894","9,395",2,Hotel,non-chain,21/10/2016,21/10/2016,22/10/2016
"7,759",  160.51 ,"475,584","9,395",5,Hotel,chain,21/10/2016,21/10/2016,23/10/2016
"7,760",  144.00 ,"510,678","9,395",5,Hotel,non-chain,21/10/2016,19/12/2016,20/12/2016
"7,761",  45.80 ,"475,894","9,395",3,Serviced Apartment,non-chain,21/10/2016,29/10/2016,30/10/2016
"7,762",  40.98 ,"197,996","9,395",3.5,Hotel,non-chain,21/10/2016,24/11/2016,25/11/2016
"7,763",  154.02 ,"180,880","9,395",4,Hotel,non-chain,21/10/2016,25/10/2016,27/10/2016
"7,764",  44.38 ,"373,588","9,395",3,Hotel,non-chain,21/10/2016,21/10/2016,22/10/2016
"7,765",  147.02 ,"1,991,354","9,395",4,Serviced Apartment,non-chain,21/10/2016,21/10/2016,23/10/2016
"7,766",  118.84 ,"21,272","9,395",4,Hotel,non-chain,21/10/2016,29/11/2016,1/12/2016
"7,767",  49.90 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,21/10/2016,18/12/2016,19/12/2016
"7,768",  108.64 ,"21,272","9,395",4,Hotel,non-chain,21/10/2016,21/10/2016,22/10/2016
"7,769",  160.46 ,"96,982","9,395",4,Hotel,chain,21/10/2016,25/10/2016,28/10/2016
"7,770",  84.20 ,"461,084","9,395",3,Hotel,non-chain,21/10/2016,23/11/2016,26/11/2016
"7,771",  47.88 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,21/10/2016,23/10/2016,25/10/2016
"7,772",  116.30 ,"2,278,874","9,395",4,Hotel,chain,21/10/2016,28/10/2016,29/10/2016
"7,773",  116.30 ,"2,278,874","9,395",4,Hotel,chain,21/10/2016,28/10/2016,29/10/2016
"7,774",  108.64 ,"297,388","9,395",2.5,Hotel,non-chain,21/10/2016,27/10/2016,29/10/2016
"7,775",  100.03 ,"508,000","9,395",3.5,Hotel,non-chain,21/10/2016,3/11/2016,5/11/2016
